Bait	Prey	PreyGene	IP	Intensity	IntensitySum	NumRep	Prob	iProb	ctrlIntensity	AvgP	MaxP	FDR
MEPCE	gi|24307879|gn|DYNC1I2:1781|	gi|24307879|gn|DYNC1I2:1781|	46_Swath_MEPCEJune7-Biorep3	0.307	0.307	1	0.00	0.00	0.32	0.0000	0.0000	0.9404
MEPCE	gi|11415026|gn|RPL18A:6142|	gi|11415026|gn|RPL18A:6142|	46_Swath_MEPCEJune7-Biorep3	0.544	0.544	1	0.18	0.18	0.19	0.1800	0.1800	0.2994
MEPCE	P00761	P00761	46_Swath_MEPCEJune7-Biorep3	11.449	11.449	1	0.02	0.02	9.37	0.0160	0.0160	0.4292
MEPCE	gi|4885375|gn|HIST1H1C:3006|	gi|4885375|gn|HIST1H1C:3006|	46_Swath_MEPCEJune7-Biorep3	4.613	4.613	1	0.00	0.00	3.57	0.0020	0.0020	0.6137
MEPCE	gi|16579885|gn|RPL4:6124|	gi|16579885|gn|RPL4:6124|	46_Swath_MEPCEJune7-Biorep3	2.550	2.550	1	0.76	0.76	0.42	0.7560	0.7560	0.0905
MEPCE	P60712	P60712	46_Swath_MEPCEJune7-Biorep3	4.702	4.702	1	0.00	0.00	5.49	0.0000	0.0000	0.9404
MEPCE	gi|170763498|gn|SET:6418|	gi|170763498|gn|SET:6418|	46_Swath_MEPCEJune7-Biorep3	2.351	2.351	1	0.01	0.01	1.32	0.0140	0.0140	0.4469
MEPCE	gi|4504733|gn|IRS4:8471|	gi|4504733|gn|IRS4:8471|	46_Swath_MEPCEJune7-Biorep3	1.213	1.213	1	0.00	0.00	1.24	0.0000	0.0000	0.9404
MEPCE	gi|4826686|gn|DDX1:1653|	gi|4826686|gn|DDX1:1653|	46_Swath_MEPCEJune7-Biorep3	1.115	1.115	1	0.00	0.00	2.01	0.0000	0.0000	0.9404
MEPCE	gi|148613856|gn|DDX17:10521|	gi|148613856|gn|DDX17:10521|	46_Swath_MEPCEJune7-Biorep3	2.161	2.161	1	0.00	0.00	3.41	0.0000	0.0000	0.9404
MEPCE	gi|18860916|gn|XRN2:22803|	gi|18860916|gn|XRN2:22803|	46_Swath_MEPCEJune7-Biorep3	0.234	0.234	1	0.00	0.00	0.38	0.0000	0.0000	0.9404
MEPCE	gi|4507129|gn|SNRPE:6635|	gi|4507129|gn|SNRPE:6635|	46_Swath_MEPCEJune7-Biorep3	0.426	0.426	1	0.82	0.82	.	0.8220	0.8220	0.0644
MEPCE	gi|134152708|gn|ARGLU1:55082|	gi|134152708|gn|ARGLU1:55082|	46_Swath_MEPCEJune7-Biorep3	2.273	2.273	1	0.00	0.00	2.23	0.0000	0.0000	0.9404
MEPCE	gi|23110944|gn|PSMA6:5687|	gi|23110944|gn|PSMA6:5687|	46_Swath_MEPCEJune7-Biorep3	0.821	0.821	1	0.00	0.00	0.77	0.0000	0.0000	0.9404
MEPCE	gi|310923127|gn|NME2:4831|	gi|310923127|gn|NME2:4831|	46_Swath_MEPCEJune7-Biorep3	0.598	0.598	1	0.00	0.00	0.39	0.0040	0.0040	0.5549
MEPCE	gi|212549553|gn|ILF3:3609|	gi|212549553|gn|ILF3:3609|	46_Swath_MEPCEJune7-Biorep3	0.772	0.772	1	0.00	0.00	1.12	0.0000	0.0000	0.9404
MEPCE	gi|70995211|gn|ECH1:1891|	gi|70995211|gn|ECH1:1891|	46_Swath_MEPCEJune7-Biorep3	0.912	0.912	1	0.00	0.00	0.82	0.0000	0.0000	0.9404
MEPCE	gi|155722983|gn|TRAP1:10131|	gi|155722983|gn|TRAP1:10131|	46_Swath_MEPCEJune7-Biorep3	1.027	1.027	1	0.00	0.00	1.20	0.0000	0.0000	0.9404
MEPCE	gi|195539395|gn|PSMC6:5706|	gi|195539395|gn|PSMC6:5706|	46_Swath_MEPCEJune7-Biorep3	0.571	0.571	1	0.00	0.00	0.87	0.0000	0.0000	0.9404
MEPCE	gi|66933016|gn|IMPDH2:3615|	gi|66933016|gn|IMPDH2:3615|	46_Swath_MEPCEJune7-Biorep3	0.318	0.318	1	0.05	0.05	0.16	0.0460	0.0460	0.3696
MEPCE	gi|5901998|gn|LSM6:11157|	gi|5901998|gn|LSM6:11157|	46_Swath_MEPCEJune7-Biorep3	1.187	1.187	1	0.98	0.98	.	0.9760	0.9760	0.0133
MEPCE	gi|300244569|gn|SRSF11:9295|	gi|300244569|gn|SRSF11:9295|	46_Swath_MEPCEJune7-Biorep3	1.712	1.712	1	0.00	0.00	1.91	0.0000	0.0000	0.9404
MEPCE	gi|66346679|gn|SERBP1:26135|	gi|66346679|gn|SERBP1:26135|	46_Swath_MEPCEJune7-Biorep3	0.845	0.845	1	0.24	0.24	0.28	0.2440	0.2440	0.2835
MEPCE	gi|40807485|gn|PRPF6:24148|	gi|40807485|gn|PRPF6:24148|	46_Swath_MEPCEJune7-Biorep3	1.412	1.412	1	0.97	0.97	.	0.9720	0.9720	0.0169
MEPCE	gi|105990514|gn|FLNB:2317|	gi|105990514|gn|FLNB:2317|	46_Swath_MEPCEJune7-Biorep3	0.354	0.354	1	0.64	0.64	.	0.6440	0.6440	0.1394
MEPCE	gi|166197710|gn|LSM14A:26065|	gi|166197710|gn|LSM14A:26065|	46_Swath_MEPCEJune7-Biorep3	1.833	1.833	1	0.00	0.00	2.02	0.0000	0.0000	0.9404
MEPCE	gi|114155144|gn|TPM3:7170|	gi|114155144|gn|TPM3:7170|	46_Swath_MEPCEJune7-Biorep3	1.806	1.806	1	0.00	0.00	1.83	0.0000	0.0000	0.9404
MEPCE	gi|20149594|gn|HSP90AB1:3326|	gi|20149594|gn|HSP90AB1:3326|	46_Swath_MEPCEJune7-Biorep3	8.815	8.815	1	0.00	0.00	9.24	0.0000	0.0000	0.9404
MEPCE	gi|54112117|gn|SF3B1:23451|	gi|54112117|gn|SF3B1:23451|	46_Swath_MEPCEJune7-Biorep3	0.180	0.180	1	0.00	0.00	0.30	0.0000	0.0000	0.9404
MEPCE	gi|5902102|gn|SNRPD1:6632|	gi|5902102|gn|SNRPD1:6632|	46_Swath_MEPCEJune7-Biorep3	1.229	1.229	1	0.00	0.00	2.38	0.0000	0.0000	0.9404
MEPCE	gi|5292161|gn|PSMD4:5710|	gi|5292161|gn|PSMD4:5710|	46_Swath_MEPCEJune7-Biorep3	0.352	0.352	1	0.00	0.00	0.62	0.0000	0.0000	0.9404
MEPCE	gi|414144872|gn|COPZ1:22818|	gi|414144872|gn|COPZ1:22818|	46_Swath_MEPCEJune7-Biorep3	0.307	0.307	1	0.00	0.00	0.30	0.0000	0.0000	0.9404
MEPCE	gi|21361437|gn|HTATSF1:27336|	gi|21361437|gn|HTATSF1:27336|	46_Swath_MEPCEJune7-Biorep3	0.147	0.147	1	0.14	0.14	.	0.1440	0.1440	0.3104
MEPCE	gi|422398832|gn|PSMD6:9861|	gi|422398832|gn|PSMD6:9861|	46_Swath_MEPCEJune7-Biorep3	0.291	0.291	1	0.00	0.00	0.71	0.0000	0.0000	0.9404
MEPCE	gi|25777612|gn|PSMD3:5709|	gi|25777612|gn|PSMD3:5709|	46_Swath_MEPCEJune7-Biorep3	0.718	0.718	1	0.00	0.00	1.17	0.0000	0.0000	0.9404
MEPCE	gi|11968182|gn|RPS18:6222|	gi|11968182|gn|RPS18:6222|	46_Swath_MEPCEJune7-Biorep3	3.360	3.360	1	0.00	0.00	2.56	0.0020	0.0020	0.6137
MEPCE	gi|4506787|gn|IQGAP1:8826|	gi|4506787|gn|IQGAP1:8826|	46_Swath_MEPCEJune7-Biorep3	0.634	0.634	1	0.00	0.00	0.70	0.0000	0.0000	0.9404
MEPCE	gi|4506195|gn|PSMB2:5690|	gi|4506195|gn|PSMB2:5690|	46_Swath_MEPCEJune7-Biorep3	0.883	0.883	1	0.00	0.00	0.87	0.0000	0.0000	0.9404
MEPCE	gi|337756501|gn|MTHFD1L:25902|	gi|337756501|gn|MTHFD1L:25902|	46_Swath_MEPCEJune7-Biorep3	1.184	1.184	1	0.01	0.01	0.63	0.0120	0.0120	0.4553
MEPCE	gi|5031973|gn|PDIA6:10130|	gi|5031973|gn|PDIA6:10130|	46_Swath_MEPCEJune7-Biorep3	2.224	2.224	1	0.00	0.00	2.02	0.0020	0.0020	0.6137
MEPCE	gi|4504901|gn|KPNA4:3840|	gi|4504901|gn|KPNA4:3840|	46_Swath_MEPCEJune7-Biorep3	0.911	0.911	1	0.42	0.42	0.25	0.4200	0.4200	0.2262
MEPCE	gi|21361399|gn|PPP2R1A:5518|	gi|21361399|gn|PPP2R1A:5518|	46_Swath_MEPCEJune7-Biorep3	1.135	1.135	1	0.00	0.00	1.44	0.0000	0.0000	0.9404
MEPCE	gi|66346683|gn|SERBP1:26135|	gi|66346683|gn|SERBP1:26135|	46_Swath_MEPCEJune7-Biorep3	0.533	0.533	1	0.01	0.01	0.31	0.0100	0.0100	0.4595
MEPCE	gi|4506597|gn|RPL12:6136|	gi|4506597|gn|RPL12:6136|	46_Swath_MEPCEJune7-Biorep3	1.740	1.740	1	0.33	0.33	0.53	0.3320	0.3320	0.2492
MEPCE	gi|24497601|gn|EDF1:8721|	gi|24497601|gn|EDF1:8721|	46_Swath_MEPCEJune7-Biorep3	1.414	1.414	1	0.00	0.00	1.34	0.0000	0.0000	0.9404
MEPCE	gi|24797086|gn|IPO5:3843|	gi|24797086|gn|IPO5:3843|	46_Swath_MEPCEJune7-Biorep3	0.289	0.289	1	0.00	0.00	0.53	0.0000	0.0000	0.9404
MEPCE	gi|5803225|gn|YWHAE:7531|	gi|5803225|gn|YWHAE:7531|	46_Swath_MEPCEJune7-Biorep3	4.167	4.167	1	0.00	0.00	4.06	0.0000	0.0000	0.9404
MEPCE	gi|15431295|gn|RPL13:6137|	gi|15431295|gn|RPL13:6137|	46_Swath_MEPCEJune7-Biorep3	2.651	2.651	1	0.72	0.72	0.57	0.7220	0.7220	0.0975
MEPCE	gi|194239727|gn|EEF1D:1936|	gi|194239727|gn|EEF1D:1936|	46_Swath_MEPCEJune7-Biorep3	1.885	1.885	1	0.00	0.00	2.04	0.0000	0.0000	0.9404
MEPCE	gi|306482694|gn|SRSF7:6432|	gi|306482694|gn|SRSF7:6432|	46_Swath_MEPCEJune7-Biorep3	0.447	0.447	1	0.00	0.00	0.50	0.0000	0.0000	0.9404
MEPCE	gi|109240550|gn|PSPC1:55269|	gi|109240550|gn|PSPC1:55269|	46_Swath_MEPCEJune7-Biorep3	0.307	0.307	1	0.00	0.00	0.45	0.0000	0.0000	0.9404
MEPCE	gi|89276756|gn|PRPF4B:8899|	gi|89276756|gn|PRPF4B:8899|	46_Swath_MEPCEJune7-Biorep3	0.338	0.338	1	0.11	0.11	.	0.1060	0.1060	0.3482
MEPCE	gi|33239445|gn|EIF3B:8662|	gi|33239445|gn|EIF3B:8662|	46_Swath_MEPCEJune7-Biorep3	0.637	0.637	1	0.00	0.00	7.93	0.0000	0.0000	0.9404
MEPCE	gi|50593002|gn|SNRPA1:6627|	gi|50593002|gn|SNRPA1:6627|	46_Swath_MEPCEJune7-Biorep3	0.570	0.570	1	0.00	0.00	0.64	0.0000	0.0000	0.9404
MEPCE	gi|6005926|gn|U2AF2:11338|	gi|6005926|gn|U2AF2:11338|	46_Swath_MEPCEJune7-Biorep3	1.759	1.759	1	0.00	0.00	1.91	0.0000	0.0000	0.9404
MEPCE	gi|6912486|gn|LSM4:25804|	gi|6912486|gn|LSM4:25804|	46_Swath_MEPCEJune7-Biorep3	1.001	1.001	1	0.11	0.11	0.40	0.1060	0.1060	0.3482
MEPCE	gi|5453555|gn|RAN:5901|	gi|5453555|gn|RAN:5901|	46_Swath_MEPCEJune7-Biorep3	1.058	1.058	1	0.00	0.00	0.90	0.0000	0.0000	0.9404
MEPCE	gi|6005860|gn|RPL35:11224|	gi|6005860|gn|RPL35:11224|	46_Swath_MEPCEJune7-Biorep3	1.691	1.691	1	0.00	0.00	1.53	0.0000	0.0000	0.9404
MEPCE	ENSEMBL:ENSBTAP00000038253	ENSEMBL:ENSBTAP00000038253	46_Swath_MEPCEJune7-Biorep3	0.596	0.596	1	0.91	0.91	.	0.9140	0.9140	0.0370
MEPCE	gi|31621305|gn|LRPPRC:10128|	gi|31621305|gn|LRPPRC:10128|	46_Swath_MEPCEJune7-Biorep3	1.854	1.854	1	0.00	0.00	1.69	0.0000	0.0000	0.9404
MEPCE	gi|5803137|gn|RBM3:5935|	gi|5803137|gn|RBM3:5935|	46_Swath_MEPCEJune7-Biorep3	1.049	1.049	1	0.00	0.00	1.60	0.0000	0.0000	0.9404
MEPCE	gi|122114654|gn|METTL16:79066|	gi|122114654|gn|METTL16:79066|	46_Swath_MEPCEJune7-Biorep3	2.857	2.857	1	0.82	0.82	.	0.8160	0.8160	0.0701
MEPCE	gi|10835067|gn|SSB:6741|	gi|10835067|gn|SSB:6741|	46_Swath_MEPCEJune7-Biorep3	6.380	6.380	1	0.82	0.82	1.11	0.8240	0.8240	0.0614
MEPCE	gi|27436901|gn|MRPL12:6182|	gi|27436901|gn|MRPL12:6182|	46_Swath_MEPCEJune7-Biorep3	0.812	0.812	1	0.00	0.00	0.69	0.0000	0.0000	0.9404
MEPCE	gi|5453607|gn|CCT7:10574|	gi|5453607|gn|CCT7:10574|	46_Swath_MEPCEJune7-Biorep3	1.447	1.447	1	0.00	0.00	1.47	0.0000	0.0000	0.9404
MEPCE	gi|4503515|gn|EIF3H:8667|	gi|4503515|gn|EIF3H:8667|	46_Swath_MEPCEJune7-Biorep3	0.390	0.390	1	0.00	0.00	6.76	0.0000	0.0000	0.9404
MEPCE	gi|15809016|gn|MYL12B:103910|	gi|15809016|gn|MYL12B:103910|	46_Swath_MEPCEJune7-Biorep3	1.229	1.229	1	0.00	0.00	1.38	0.0000	0.0000	0.9404
MEPCE	gi|21361576|gn|ZCCHC17:51538|	gi|21361576|gn|ZCCHC17:51538|	46_Swath_MEPCEJune7-Biorep3	0.413	0.413	1	0.00	0.00	0.31	0.0000	0.0000	0.9404
MEPCE	gi|14165435|gn|HNRNPK:3190|	gi|14165435|gn|HNRNPK:3190|	46_Swath_MEPCEJune7-Biorep3	4.333	4.333	1	0.00	0.00	4.27	0.0000	0.0000	0.9404
MEPCE	gi|6912488|gn|LSM5:23658|	gi|6912488|gn|LSM5:23658|	46_Swath_MEPCEJune7-Biorep3	1.031	1.031	1	0.59	0.59	0.17	0.5900	0.5900	0.1584
MEPCE	gi|42544159|gn|HSPH1:10808|	gi|42544159|gn|HSPH1:10808|	46_Swath_MEPCEJune7-Biorep3	0.189	0.189	1	0.00	0.00	0.42	0.0000	0.0000	0.9404
MEPCE	gi|5174449|gn|H1FX:8971|	gi|5174449|gn|H1FX:8971|	46_Swath_MEPCEJune7-Biorep3	0.919	0.919	1	0.00	0.00	0.63	0.0040	0.0040	0.5549
MEPCE	gi|4758138|gn|DDX5:1655|	gi|4758138|gn|DDX5:1655|	46_Swath_MEPCEJune7-Biorep3	2.618	2.618	1	0.00	0.00	3.50	0.0000	0.0000	0.9404
MEPCE	gi|42718020|gn|RP9:6100|	gi|42718020|gn|RP9:6100|	46_Swath_MEPCEJune7-Biorep3	0.343	0.343	1	0.23	0.23	.	0.2320	0.2320	0.2886
MEPCE	gi|4506209|gn|PSMC2:5701|	gi|4506209|gn|PSMC2:5701|	46_Swath_MEPCEJune7-Biorep3	0.956	0.956	1	0.00	0.00	1.23	0.0000	0.0000	0.9404
MEPCE	gi|223890243|gn|RPL10:6134|	gi|223890243|gn|RPL10:6134|	46_Swath_MEPCEJune7-Biorep3	1.364	1.364	1	0.00	0.00	0.85	0.0020	0.0020	0.6137
MEPCE	gi|15431293|gn|RPL15:6138|	gi|15431293|gn|RPL15:6138|	46_Swath_MEPCEJune7-Biorep3	0.795	0.795	1	0.54	0.54	0.15	0.5360	0.5360	0.1820
MEPCE	gi|5031755|gn|HNRNPR:10236|	gi|5031755|gn|HNRNPR:10236|	46_Swath_MEPCEJune7-Biorep3	1.853	1.853	1	0.03	0.03	0.94	0.0300	0.0300	0.3802
MEPCE	gi|28872725|gn|PSMD11:5717|	gi|28872725|gn|PSMD11:5717|	46_Swath_MEPCEJune7-Biorep3	1.068	1.068	1	0.00	0.00	1.41	0.0000	0.0000	0.9404
MEPCE	gi|32481209|gn|MAPKAPK2:9261|	gi|32481209|gn|MAPKAPK2:9261|	46_Swath_MEPCEJune7-Biorep3	0.435	0.435	1	0.00	0.00	0.36	0.0000	0.0000	0.9404
MEPCE	gi|4507951|gn|YWHAH:7533|	gi|4507951|gn|YWHAH:7533|	46_Swath_MEPCEJune7-Biorep3	2.118	2.118	1	0.00	0.00	2.38	0.0000	0.0000	0.9404
MEPCE	gi|365192532|gn|MYH10:4628|	gi|365192532|gn|MYH10:4628|	46_Swath_MEPCEJune7-Biorep3	1.552	1.552	1	0.00	0.00	1.85	0.0000	0.0000	0.9404
MEPCE	gi|126032350|gn|PRKDC:5591|	gi|126032350|gn|PRKDC:5591|	46_Swath_MEPCEJune7-Biorep3	2.860	2.860	1	0.00	0.00	1.93	0.0020	0.0020	0.6137
MEPCE	gi|17978466|gn|CCNT1:904|	gi|17978466|gn|CCNT1:904|	46_Swath_MEPCEJune7-Biorep3	2.030	2.030	1	0.89	0.89	.	0.8860	0.8860	0.0485
MEPCE	gi|4502643|gn|CCT6A:908|	gi|4502643|gn|CCT6A:908|	46_Swath_MEPCEJune7-Biorep3	1.518	1.518	1	0.00	0.00	1.91	0.0000	0.0000	0.9404
MEPCE	gi|381342476|gn|HNRNPH1:3187|	gi|381342476|gn|HNRNPH1:3187|	46_Swath_MEPCEJune7-Biorep3	1.977	1.977	1	0.00	0.00	2.01	0.0000	0.0000	0.9404
MEPCE	gi|53759134|gn|ENDOG:2021|	gi|53759134|gn|ENDOG:2021|	46_Swath_MEPCEJune7-Biorep3	3.636	3.636	1	0.97	0.97	.	0.9740	0.9740	0.0152
MEPCE	gi|83700235|gn|EIF4A2:1974|	gi|83700235|gn|EIF4A2:1974|	46_Swath_MEPCEJune7-Biorep3	1.178	1.178	1	0.00	0.00	30.44	0.0000	0.0000	0.9404
MEPCE	gi|4758356|gn|FEN1:2237|	gi|4758356|gn|FEN1:2237|	46_Swath_MEPCEJune7-Biorep3	0.306	0.306	1	0.00	0.00	0.36	0.0000	0.0000	0.9404
MEPCE	gi|116734847|gn|AGL:178|	gi|116734847|gn|AGL:178|	46_Swath_MEPCEJune7-Biorep3	0.549	0.549	1	0.00	0.00	0.43	0.0000	0.0000	0.9404
MEPCE	gi|5174735|gn|TUBB4B:10383|	gi|5174735|gn|TUBB4B:10383|	46_Swath_MEPCEJune7-Biorep3	4.685	4.685	1	0.00	0.00	5.90	0.0000	0.0000	0.9404
MEPCE	gi|62414289|gn|VIM:7431|	gi|62414289|gn|VIM:7431|	46_Swath_MEPCEJune7-Biorep3	1.269	1.269	1	0.00	0.00	1.78	0.0000	0.0000	0.9404
MEPCE	gi|21536326|gn|HNRNPUL1:11100|	gi|21536326|gn|HNRNPUL1:11100|	46_Swath_MEPCEJune7-Biorep3	0.545	0.545	1	0.33	0.33	0.16	0.3280	0.3280	0.2540
MEPCE	gi|41327773|gn|DDX46:9879|	gi|41327773|gn|DDX46:9879|	46_Swath_MEPCEJune7-Biorep3	3.971	3.971	1	0.00	0.00	3.45	0.0020	0.0020	0.6137
MEPCE	gi|23397429|gn|EIF3M:10480|	gi|23397429|gn|EIF3M:10480|	46_Swath_MEPCEJune7-Biorep3	0.349	0.349	1	0.00	0.00	5.48	0.0000	0.0000	0.9404
MEPCE	gi|10863977|gn|LSM2:57819|	gi|10863977|gn|LSM2:57819|	46_Swath_MEPCEJune7-Biorep3	1.033	1.033	1	0.92	0.92	.	0.9180	0.9180	0.0331
MEPCE	gi|5031741|gn|DNAJA2:10294|	gi|5031741|gn|DNAJA2:10294|	46_Swath_MEPCEJune7-Biorep3	0.425	0.425	1	0.00	0.00	0.72	0.0000	0.0000	0.9404
MEPCE	gi|21735621|gn|MDH2:4191|	gi|21735621|gn|MDH2:4191|	46_Swath_MEPCEJune7-Biorep3	0.498	0.498	1	0.00	0.00	0.58	0.0000	0.0000	0.9404
MEPCE	gi|4506587|gn|RPA3:6119|	gi|4506587|gn|RPA3:6119|	46_Swath_MEPCEJune7-Biorep3	0.384	0.384	1	0.00	0.00	0.26	0.0000	0.0000	0.9404
MEPCE	gi|24430151|gn|PSMC1:5700|	gi|24430151|gn|PSMC1:5700|	46_Swath_MEPCEJune7-Biorep3	1.259	1.259	1	0.00	0.00	1.74	0.0000	0.0000	0.9404
MEPCE	gi|4758638|gn|PRDX6:9588|	gi|4758638|gn|PRDX6:9588|	46_Swath_MEPCEJune7-Biorep3	0.449	0.449	1	0.00	0.00	0.74	0.0000	0.0000	0.9404
MEPCE	gi|5803207|gn|U2AF1:7307|	gi|5803207|gn|U2AF1:7307|	46_Swath_MEPCEJune7-Biorep3	1.224	1.224	1	0.00	0.00	1.30	0.0000	0.0000	0.9404
MEPCE	gi|23110942|gn|PSMA5:5686|	gi|23110942|gn|PSMA5:5686|	46_Swath_MEPCEJune7-Biorep3	0.833	0.833	1	0.00	0.00	0.67	0.0000	0.0000	0.9404
MEPCE	gi|7705706|gn|RPS27L:51065|	gi|7705706|gn|RPS27L:51065|	46_Swath_MEPCEJune7-Biorep3	0.080	0.080	1	0.00	0.00	0.70	0.0000	0.0000	0.9404
MEPCE	gi|77404397|gn|SND1:27044|	gi|77404397|gn|SND1:27044|	46_Swath_MEPCEJune7-Biorep3	1.727	1.727	1	0.00	0.00	1.60	0.0000	0.0000	0.9404
MEPCE	gi|4506221|gn|PSMD12:5718|	gi|4506221|gn|PSMD12:5718|	46_Swath_MEPCEJune7-Biorep3	0.683	0.683	1	0.00	0.00	0.54	0.0000	0.0000	0.9404
MEPCE	gi|45593130|gn|GNL3:26354|	gi|45593130|gn|GNL3:26354|	46_Swath_MEPCEJune7-Biorep3	0.219	0.219	1	0.47	0.47	.	0.4660	0.4660	0.1997
MEPCE	gi|23308577|gn|PHGDH:26227|	gi|23308577|gn|PHGDH:26227|	46_Swath_MEPCEJune7-Biorep3	1.645	1.645	1	0.00	0.00	2.08	0.0000	0.0000	0.9404
MEPCE	gi|24234688|gn|HSPA9:3313|	gi|24234688|gn|HSPA9:3313|	46_Swath_MEPCEJune7-Biorep3	2.630	2.630	1	0.00	0.00	2.98	0.0000	0.0000	0.9404
MEPCE	gi|21328448|gn|YWHAB:7529|	gi|21328448|gn|YWHAB:7529|	46_Swath_MEPCEJune7-Biorep3	2.400	2.400	1	0.00	0.00	2.77	0.0000	0.0000	0.9404
MEPCE	gi|114155140|gn|TPM3:7170|	gi|114155140|gn|TPM3:7170|	46_Swath_MEPCEJune7-Biorep3	1.563	1.563	1	0.00	0.00	1.47	0.0000	0.0000	0.9404
MEPCE	gi|380692328|gn|DDX56:54606|	gi|380692328|gn|DDX56:54606|	46_Swath_MEPCEJune7-Biorep3	0.186	0.186	1	0.38	0.38	.	0.3840	0.3840	0.2397
MEPCE	gi|4503841|gn|XRCC6:2547|	gi|4503841|gn|XRCC6:2547|	46_Swath_MEPCEJune7-Biorep3	4.019	4.019	1	0.01	0.01	2.49	0.0080	0.0080	0.4906
MEPCE	gi|162329583|gn|CPSF6:11052|	gi|162329583|gn|CPSF6:11052|	46_Swath_MEPCEJune7-Biorep3	1.080	1.080	1	0.00	0.00	0.97	0.0000	0.0000	0.9404
MEPCE	gi|42558252|gn|CHCHD1:118487|	gi|42558252|gn|CHCHD1:118487|	46_Swath_MEPCEJune7-Biorep3	0.223	0.223	1	0.00	0.00	0.19	0.0000	0.0000	0.9404
MEPCE	gi|23110939|gn|PSMA3:5684|	gi|23110939|gn|PSMA3:5684|	46_Swath_MEPCEJune7-Biorep3	0.677	0.677	1	0.00	0.00	0.75	0.0000	0.0000	0.9404
MEPCE	gi|5031923|gn|MRE11A:4361|	gi|5031923|gn|MRE11A:4361|	46_Swath_MEPCEJune7-Biorep3	0.264	0.264	1	0.00	0.00	0.21	0.0000	0.0000	0.9404
MEPCE	gi|57863257|gn|TCP1:6950|	gi|57863257|gn|TCP1:6950|	46_Swath_MEPCEJune7-Biorep3	1.654	1.654	1	0.00	0.00	2.09	0.0000	0.0000	0.9404
MEPCE	gi|12056465|gn|FBL:2091|	gi|12056465|gn|FBL:2091|	46_Swath_MEPCEJune7-Biorep3	1.185	1.185	1	0.00	0.00	1.17	0.0000	0.0000	0.9404
MEPCE	gi|12667788|gn|MYH9:4627|	gi|12667788|gn|MYH9:4627|	46_Swath_MEPCEJune7-Biorep3	2.219	2.219	1	0.00	0.00	2.85	0.0000	0.0000	0.9404
MEPCE	gi|10337595|gn|PPM1A:5494|	gi|10337595|gn|PPM1A:5494|	46_Swath_MEPCEJune7-Biorep3	1.018	1.018	1	0.00	0.00	0.96	0.0000	0.0000	0.9404
MEPCE	gi|118572613|gn|SRRM2:23524|	gi|118572613|gn|SRRM2:23524|	46_Swath_MEPCEJune7-Biorep3	0.134	0.134	1	0.00	0.00	0.54	0.0000	0.0000	0.9404
MEPCE	gi|34098946|gn|YBX1:4904|	gi|34098946|gn|YBX1:4904|	46_Swath_MEPCEJune7-Biorep3	2.818	2.818	1	0.00	0.00	3.02	0.0000	0.0000	0.9404
MEPCE	gi|12025678|gn|ACTN4:81|	gi|12025678|gn|ACTN4:81|	46_Swath_MEPCEJune7-Biorep3	2.515	2.515	1	0.00	0.00	2.73	0.0000	0.0000	0.9404
MEPCE	gi|7705431|gn|TMA7:51372|	gi|7705431|gn|TMA7:51372|	46_Swath_MEPCEJune7-Biorep3	1.779	1.779	1	0.00	0.00	1.49	0.0000	0.0000	0.9404
MEPCE	gi|148746199|gn|RPL31:6160|	gi|148746199|gn|RPL31:6160|	46_Swath_MEPCEJune7-Biorep3	2.150	2.150	1	0.00	0.00	1.57	0.0000	0.0000	0.9404
MEPCE	gi|209969703|gn|RCC2:55920|	gi|209969703|gn|RCC2:55920|	46_Swath_MEPCEJune7-Biorep3	0.904	0.904	1	0.00	0.00	0.79	0.0000	0.0000	0.9404
MEPCE	gi|33356547|gn|MCM2:4171|	gi|33356547|gn|MCM2:4171|	46_Swath_MEPCEJune7-Biorep3	0.963	0.963	1	0.00	0.00	0.95	0.0000	0.0000	0.9404
MEPCE	gi|178557739|gn|C4B:721|	gi|178557739|gn|C4B:721|	46_Swath_MEPCEJune7-Biorep3	0.353	0.353	1	0.00	0.00	0.31	0.0040	0.0040	0.5549
MEPCE	gi|29568103|gn|SNRNP70:6625|	gi|29568103|gn|SNRNP70:6625|	46_Swath_MEPCEJune7-Biorep3	0.208	0.208	1	0.00	0.00	0.21	0.0000	0.0000	0.9404
MEPCE	gi|4506901|gn|SRSF3:6428|	gi|4506901|gn|SRSF3:6428|	46_Swath_MEPCEJune7-Biorep3	0.975	0.975	1	0.00	0.00	0.89	0.0000	0.0000	0.9404
MEPCE	gi|193794814|gn|ALDOA:226|	gi|193794814|gn|ALDOA:226|	46_Swath_MEPCEJune7-Biorep3	2.025	2.025	1	0.00	0.00	4.94	0.0000	0.0000	0.9404
MEPCE	gi|34147630|gn|TUFM:7284|	gi|34147630|gn|TUFM:7284|	46_Swath_MEPCEJune7-Biorep3	1.032	1.032	1	0.00	0.00	1.22	0.0000	0.0000	0.9404
MEPCE	gi|50409738|gn|ARL6IP4:51329|	gi|50409738|gn|ARL6IP4:51329|	46_Swath_MEPCEJune7-Biorep3	3.665	3.665	1	0.00	0.00	3.65	0.0000	0.0000	0.9404
MEPCE	gi|4758012|gn|CLTC:1213|	gi|4758012|gn|CLTC:1213|	46_Swath_MEPCEJune7-Biorep3	1.589	1.589	1	0.00	0.00	1.79	0.0000	0.0000	0.9404
